condition,seed,category,uid,epoch,accuracy
natural_function,42,island_effects,adjunct_island,10,0.892
natural_function,42,anaphor_agreement,anaphor_gender_agreement,10,0.899
natural_function,42,anaphor_agreement,anaphor_number_agreement,10,0.972
natural_function,42,argument_structure,animate_subject_passive,10,0.659
natural_function,42,argument_structure,animate_subject_trans,10,0.8313725490196079
natural_function,42,argument_structure,causative,10,0.7789256198347108
natural_function,42,island_effects,complex_NP_island,10,0.569
natural_function,42,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.421
natural_function,42,island_effects,coordinate_structure_constraint_object_extraction,10,0.7564102564102564
natural_function,42,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5233494363929146
natural_function,42,subject_verb_agreement,distractor_agreement_relative_clause,10,0.4393063583815029
natural_function,42,argument_structure,drop_argument,10,0.6461916461916462
natural_function,42,ellipsis,ellipsis_n_bar_1,10,0.759
natural_function,42,ellipsis,ellipsis_n_bar_2,10,0.855249745158002
natural_function,42,control_raising,existential_there_object_raising,10,0.7064881565396498
natural_function,42,control_raising,existential_there_subject_raising,10,0.7540805223068553
natural_function,42,control_raising,expletive_it_object_raising,10,0.7332053742802304
natural_function,42,argument_structure,inchoative,10,0.7164366373902133
natural_function,42,argument_structure,intransitive,10,0.7865612648221344
natural_function,42,irregular_forms,irregular_past_participle_adjectives,10,0.843
natural_function,42,irregular_forms,irregular_past_participle_verbs,10,0.907
natural_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6231231231231231
natural_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.815
natural_function,42,island_effects,left_branch_island_echo_question,10,0.67
natural_function,42,island_effects,left_branch_island_simple_question,10,0.4
natural_function,42,npi_licensing,npi_present_1,10,0.319
natural_function,42,npi_licensing,npi_present_2,10,0.464
natural_function,42,npi_licensing,only_npi_licensor_present,10,0.745
natural_function,42,npi_licensing,only_npi_scope,10,0.466
natural_function,42,argument_structure,passive_1,10,0.6173526140155728
natural_function,42,argument_structure,passive_2,10,0.6261061946902655
natural_function,42,binding,principle_A_c_command,10,0.491
natural_function,42,binding,principle_A_case_1,10,1.0
natural_function,42,binding,principle_A_case_2,10,0.9195979899497487
natural_function,42,binding,principle_A_domain_1,10,0.991
natural_function,42,binding,principle_A_domain_2,10,0.726
natural_function,42,binding,principle_A_domain_3,10,0.605
natural_function,42,binding,principle_A_reconstruction,10,0.36180904522613067
natural_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.796221322537112
natural_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.725
natural_function,42,npi_licensing,sentential_negation_npi_licensor_present,10,0.998
natural_function,42,npi_licensing,sentential_negation_npi_scope,10,0.278
natural_function,42,island_effects,sentential_subject_island,10,0.308
natural_function,42,control_raising,tough_vs_raising_1,10,0.5771365149833518
natural_function,42,control_raising,tough_vs_raising_2,10,0.7029816513761468
natural_function,42,argument_structure,transitive,10,0.662534435261708
natural_function,42,island_effects,wh_island,10,0.574
natural_function,42,filler_gap,wh_questions_object_gap,10,0.47058823529411764
natural_function,42,filler_gap,wh_questions_subject_gap,10,0.743801652892562
natural_function,42,filler_gap,wh_questions_subject_gap_long_distance,10,0.773
natural_function,42,filler_gap,wh_vs_that_no_gap,10,0.6715328467153284
natural_function,42,filler_gap,wh_vs_that_no_gap_long_distance,10,0.947
natural_function,42,filler_gap,wh_vs_that_with_gap,10,0.7608695652173914
natural_function,42,filler_gap,wh_vs_that_with_gap_long_distance,10,0.193
natural_function,53,island_effects,adjunct_island,10,0.83
natural_function,53,anaphor_agreement,anaphor_gender_agreement,10,0.904
natural_function,53,anaphor_agreement,anaphor_number_agreement,10,0.966
natural_function,53,argument_structure,animate_subject_passive,10,0.697
natural_function,53,argument_structure,animate_subject_trans,10,0.8235294117647058
natural_function,53,argument_structure,causative,10,0.7355371900826446
natural_function,53,island_effects,complex_NP_island,10,0.577
natural_function,53,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.443
natural_function,53,island_effects,coordinate_structure_constraint_object_extraction,10,0.6474358974358975
natural_function,53,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5394524959742351
natural_function,53,subject_verb_agreement,distractor_agreement_relative_clause,10,0.4320809248554913
natural_function,53,argument_structure,drop_argument,10,0.6093366093366094
natural_function,53,ellipsis,ellipsis_n_bar_1,10,0.768
natural_function,53,ellipsis,ellipsis_n_bar_2,10,0.8654434250764526
natural_function,53,control_raising,existential_there_object_raising,10,0.7507723995880535
natural_function,53,control_raising,existential_there_subject_raising,10,0.7616974972796517
natural_function,53,control_raising,expletive_it_object_raising,10,0.7850287907869482
natural_function,53,argument_structure,inchoative,10,0.726474278544542
natural_function,53,argument_structure,intransitive,10,0.7845849802371542
natural_function,53,irregular_forms,irregular_past_participle_adjectives,10,0.914
natural_function,53,irregular_forms,irregular_past_participle_verbs,10,0.867
natural_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6216216216216216
natural_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.79
natural_function,53,island_effects,left_branch_island_echo_question,10,0.673
natural_function,53,island_effects,left_branch_island_simple_question,10,0.45
natural_function,53,npi_licensing,npi_present_1,10,0.419
natural_function,53,npi_licensing,npi_present_2,10,0.516
natural_function,53,npi_licensing,only_npi_licensor_present,10,0.757
natural_function,53,npi_licensing,only_npi_scope,10,0.433
natural_function,53,argument_structure,passive_1,10,0.6173526140155728
natural_function,53,argument_structure,passive_2,10,0.6095132743362832
natural_function,53,binding,principle_A_c_command,10,0.483
natural_function,53,binding,principle_A_case_1,10,1.0
natural_function,53,binding,principle_A_case_2,10,0.9115577889447236
natural_function,53,binding,principle_A_domain_1,10,0.99
natural_function,53,binding,principle_A_domain_2,10,0.702
natural_function,53,binding,principle_A_domain_3,10,0.602
natural_function,53,binding,principle_A_reconstruction,10,0.36482412060301506
natural_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7759784075573549
natural_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.706
natural_function,53,npi_licensing,sentential_negation_npi_licensor_present,10,0.996
natural_function,53,npi_licensing,sentential_negation_npi_scope,10,0.356
natural_function,53,island_effects,sentential_subject_island,10,0.287
natural_function,53,control_raising,tough_vs_raising_1,10,0.5615982241953386
natural_function,53,control_raising,tough_vs_raising_2,10,0.6961009174311926
natural_function,53,argument_structure,transitive,10,0.6473829201101928
natural_function,53,island_effects,wh_island,10,0.561
natural_function,53,filler_gap,wh_questions_object_gap,10,0.42016806722689076
natural_function,53,filler_gap,wh_questions_subject_gap,10,0.6446280991735537
natural_function,53,filler_gap,wh_questions_subject_gap_long_distance,10,0.793
natural_function,53,filler_gap,wh_vs_that_no_gap,10,0.6934306569343066
natural_function,53,filler_gap,wh_vs_that_no_gap_long_distance,10,0.945
natural_function,53,filler_gap,wh_vs_that_with_gap,10,0.7282608695652174
natural_function,53,filler_gap,wh_vs_that_with_gap_long_distance,10,0.199
natural_function,67,island_effects,adjunct_island,10,0.803
natural_function,67,anaphor_agreement,anaphor_gender_agreement,10,0.924
natural_function,67,anaphor_agreement,anaphor_number_agreement,10,0.966
natural_function,67,argument_structure,animate_subject_passive,10,0.695
natural_function,67,argument_structure,animate_subject_trans,10,0.8666666666666667
natural_function,67,argument_structure,causative,10,0.7592975206611571
natural_function,67,island_effects,complex_NP_island,10,0.536
natural_function,67,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.432
natural_function,67,island_effects,coordinate_structure_constraint_object_extraction,10,0.7564102564102564
natural_function,67,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5426731078904992
natural_function,67,subject_verb_agreement,distractor_agreement_relative_clause,10,0.4552023121387283
natural_function,67,argument_structure,drop_argument,10,0.6265356265356266
natural_function,67,ellipsis,ellipsis_n_bar_1,10,0.736
natural_function,67,ellipsis,ellipsis_n_bar_2,10,0.8236493374108053
natural_function,67,control_raising,existential_there_object_raising,10,0.7167868177136972
natural_function,67,control_raising,existential_there_subject_raising,10,0.7519042437431991
natural_function,67,control_raising,expletive_it_object_raising,10,0.7332053742802304
natural_function,67,argument_structure,inchoative,10,0.7051442910915935
natural_function,67,argument_structure,intransitive,10,0.7924901185770751
natural_function,67,irregular_forms,irregular_past_participle_adjectives,10,0.894
natural_function,67,irregular_forms,irregular_past_participle_verbs,10,0.877
natural_function,67,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6261261261261262
natural_function,67,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.819
natural_function,67,island_effects,left_branch_island_echo_question,10,0.69
natural_function,67,island_effects,left_branch_island_simple_question,10,0.35
natural_function,67,npi_licensing,npi_present_1,10,0.342
natural_function,67,npi_licensing,npi_present_2,10,0.465
natural_function,67,npi_licensing,only_npi_licensor_present,10,0.672
natural_function,67,npi_licensing,only_npi_scope,10,0.573
natural_function,67,argument_structure,passive_1,10,0.60734149054505
natural_function,67,argument_structure,passive_2,10,0.6183628318584071
natural_function,67,binding,principle_A_c_command,10,0.48
natural_function,67,binding,principle_A_case_1,10,1.0
natural_function,67,binding,principle_A_case_2,10,0.9336683417085427
natural_function,67,binding,principle_A_domain_1,10,0.99
natural_function,67,binding,principle_A_domain_2,10,0.729
natural_function,67,binding,principle_A_domain_3,10,0.607
natural_function,67,binding,principle_A_reconstruction,10,0.29346733668341707
natural_function,67,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7638326585695007
natural_function,67,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.713
natural_function,67,npi_licensing,sentential_negation_npi_licensor_present,10,0.999
natural_function,67,npi_licensing,sentential_negation_npi_scope,10,0.349
natural_function,67,island_effects,sentential_subject_island,10,0.319
natural_function,67,control_raising,tough_vs_raising_1,10,0.5937846836847946
natural_function,67,control_raising,tough_vs_raising_2,10,0.7270642201834863
natural_function,67,argument_structure,transitive,10,0.6212121212121212
natural_function,67,island_effects,wh_island,10,0.47
natural_function,67,filler_gap,wh_questions_object_gap,10,0.44537815126050423
natural_function,67,filler_gap,wh_questions_subject_gap,10,0.6859504132231405
natural_function,67,filler_gap,wh_questions_subject_gap_long_distance,10,0.802
natural_function,67,filler_gap,wh_vs_that_no_gap,10,0.708029197080292
natural_function,67,filler_gap,wh_vs_that_no_gap_long_distance,10,0.943
natural_function,67,filler_gap,wh_vs_that_with_gap,10,0.7065217391304348
natural_function,67,filler_gap,wh_vs_that_with_gap_long_distance,10,0.21
no_function,42,island_effects,adjunct_island,10,0.745
no_function,42,anaphor_agreement,anaphor_gender_agreement,10,0.886
no_function,42,anaphor_agreement,anaphor_number_agreement,10,0.936
no_function,42,argument_structure,animate_subject_passive,10,0.518
no_function,42,argument_structure,animate_subject_trans,10,0.7607843137254902
no_function,42,argument_structure,causative,10,0.609504132231405
no_function,42,island_effects,complex_NP_island,10,0.498
no_function,42,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.443
no_function,42,island_effects,coordinate_structure_constraint_object_extraction,10,0.2948717948717949
no_function,42,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5169082125603864
no_function,42,subject_verb_agreement,distractor_agreement_relative_clause,10,0.48554913294797686
no_function,42,argument_structure,drop_argument,10,0.5896805896805897
no_function,42,ellipsis,ellipsis_n_bar_1,10,0.522
no_function,42,ellipsis,ellipsis_n_bar_2,10,0.8827726809378186
no_function,42,control_raising,existential_there_object_raising,10,0.690010298661174
no_function,42,control_raising,existential_there_subject_raising,10,0.6278563656147987
no_function,42,control_raising,expletive_it_object_raising,10,0.708253358925144
no_function,42,argument_structure,inchoative,10,0.6499372647427855
no_function,42,argument_structure,intransitive,10,0.741106719367589
no_function,42,irregular_forms,irregular_past_participle_adjectives,10,0.605
no_function,42,irregular_forms,irregular_past_participle_verbs,10,0.574
no_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.4954954954954955
no_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.546
no_function,42,island_effects,left_branch_island_echo_question,10,0.698
no_function,42,island_effects,left_branch_island_simple_question,10,0.29
no_function,42,npi_licensing,npi_present_1,10,0.371
no_function,42,npi_licensing,npi_present_2,10,0.363
no_function,42,npi_licensing,only_npi_licensor_present,10,0.621
no_function,42,npi_licensing,only_npi_scope,10,0.165
no_function,42,argument_structure,passive_1,10,0.4371523915461624
no_function,42,argument_structure,passive_2,10,0.42146017699115046
no_function,42,binding,principle_A_c_command,10,0.313
no_function,42,binding,principle_A_case_1,10,0.937
no_function,42,binding,principle_A_case_2,10,0.7376884422110552
no_function,42,binding,principle_A_domain_1,10,0.996
no_function,42,binding,principle_A_domain_2,10,0.781
no_function,42,binding,principle_A_domain_3,10,0.641
no_function,42,binding,principle_A_reconstruction,10,0.14170854271356784
no_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.6788124156545209
no_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.541
no_function,42,npi_licensing,sentential_negation_npi_licensor_present,10,0.979
no_function,42,npi_licensing,sentential_negation_npi_scope,10,0.348
no_function,42,island_effects,sentential_subject_island,10,0.361
no_function,42,control_raising,tough_vs_raising_1,10,0.5038845726970034
no_function,42,control_raising,tough_vs_raising_2,10,0.5481651376146789
no_function,42,argument_structure,transitive,10,0.465564738292011
no_function,42,island_effects,wh_island,10,0.726
no_function,42,filler_gap,wh_questions_object_gap,10,0.15126050420168066
no_function,42,filler_gap,wh_questions_subject_gap,10,0.3884297520661157
no_function,42,filler_gap,wh_questions_subject_gap_long_distance,10,0.303
no_function,42,filler_gap,wh_vs_that_no_gap,10,0.21897810218978103
no_function,42,filler_gap,wh_vs_that_no_gap_long_distance,10,0.199
no_function,42,filler_gap,wh_vs_that_with_gap,10,0.8695652173913043
no_function,42,filler_gap,wh_vs_that_with_gap_long_distance,10,0.803
no_function,53,island_effects,adjunct_island,10,0.696
no_function,53,anaphor_agreement,anaphor_gender_agreement,10,0.943
no_function,53,anaphor_agreement,anaphor_number_agreement,10,0.936
no_function,53,argument_structure,animate_subject_passive,10,0.518
no_function,53,argument_structure,animate_subject_trans,10,0.7764705882352941
no_function,53,argument_structure,causative,10,0.6198347107438017
no_function,53,island_effects,complex_NP_island,10,0.485
no_function,53,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.423
no_function,53,island_effects,coordinate_structure_constraint_object_extraction,10,0.28205128205128205
no_function,53,subject_verb_agreement,distractor_agreement_relational_noun,10,0.4830917874396135
no_function,53,subject_verb_agreement,distractor_agreement_relative_clause,10,0.43352601156069365
no_function,53,argument_structure,drop_argument,10,0.6142506142506142
no_function,53,ellipsis,ellipsis_n_bar_1,10,0.524
no_function,53,ellipsis,ellipsis_n_bar_2,10,0.8827726809378186
no_function,53,control_raising,existential_there_object_raising,10,0.7106076210092688
no_function,53,control_raising,existential_there_subject_raising,10,0.6322089227421109
no_function,53,control_raising,expletive_it_object_raising,10,0.6852207293666027
no_function,53,argument_structure,inchoative,10,0.6599749058971142
no_function,53,argument_structure,intransitive,10,0.7193675889328063
no_function,53,irregular_forms,irregular_past_participle_adjectives,10,0.555
no_function,53,irregular_forms,irregular_past_participle_verbs,10,0.624
no_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.521021021021021
no_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.577
no_function,53,island_effects,left_branch_island_echo_question,10,0.616
no_function,53,island_effects,left_branch_island_simple_question,10,0.299
no_function,53,npi_licensing,npi_present_1,10,0.435
no_function,53,npi_licensing,npi_present_2,10,0.461
no_function,53,npi_licensing,only_npi_licensor_present,10,0.691
no_function,53,npi_licensing,only_npi_scope,10,0.171
no_function,53,argument_structure,passive_1,10,0.44160177975528364
no_function,53,argument_structure,passive_2,10,0.42035398230088494
no_function,53,binding,principle_A_c_command,10,0.355
no_function,53,binding,principle_A_case_1,10,0.931
no_function,53,binding,principle_A_case_2,10,0.6984924623115578
no_function,53,binding,principle_A_domain_1,10,0.998
no_function,53,binding,principle_A_domain_2,10,0.753
no_function,53,binding,principle_A_domain_3,10,0.645
no_function,53,binding,principle_A_reconstruction,10,0.1507537688442211
no_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.728744939271255
no_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.553
no_function,53,npi_licensing,sentential_negation_npi_licensor_present,10,0.959
no_function,53,npi_licensing,sentential_negation_npi_scope,10,0.343
no_function,53,island_effects,sentential_subject_island,10,0.377
no_function,53,control_raising,tough_vs_raising_1,10,0.5338512763596004
no_function,53,control_raising,tough_vs_raising_2,10,0.518348623853211
no_function,53,argument_structure,transitive,10,0.4573002754820937
no_function,53,island_effects,wh_island,10,0.712
no_function,53,filler_gap,wh_questions_object_gap,10,0.18487394957983194
no_function,53,filler_gap,wh_questions_subject_gap,10,0.2975206611570248
no_function,53,filler_gap,wh_questions_subject_gap_long_distance,10,0.342
no_function,53,filler_gap,wh_vs_that_no_gap,10,0.2773722627737226
no_function,53,filler_gap,wh_vs_that_no_gap_long_distance,10,0.239
no_function,53,filler_gap,wh_vs_that_with_gap,10,0.8152173913043478
no_function,53,filler_gap,wh_vs_that_with_gap_long_distance,10,0.787
no_function,67,island_effects,adjunct_island,10,0.785
no_function,67,anaphor_agreement,anaphor_gender_agreement,10,0.928
no_function,67,anaphor_agreement,anaphor_number_agreement,10,0.941
no_function,67,argument_structure,animate_subject_passive,10,0.527
no_function,67,argument_structure,animate_subject_trans,10,0.7568627450980392
no_function,67,argument_structure,causative,10,0.6115702479338843
no_function,67,island_effects,complex_NP_island,10,0.528
no_function,67,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.467
no_function,67,island_effects,coordinate_structure_constraint_object_extraction,10,0.38461538461538464
no_function,67,subject_verb_agreement,distractor_agreement_relational_noun,10,0.48148148148148145
no_function,67,subject_verb_agreement,distractor_agreement_relative_clause,10,0.43641618497109824
no_function,67,argument_structure,drop_argument,10,0.597051597051597
no_function,67,ellipsis,ellipsis_n_bar_1,10,0.51
no_function,67,ellipsis,ellipsis_n_bar_2,10,0.8817533129459735
no_function,67,control_raising,existential_there_object_raising,10,0.6930998970133883
no_function,67,control_raising,existential_there_subject_raising,10,0.6572361262241567
no_function,67,control_raising,expletive_it_object_raising,10,0.6717850287907869
no_function,67,argument_structure,inchoative,10,0.6725219573400251
no_function,67,argument_structure,intransitive,10,0.7628458498023716
no_function,67,irregular_forms,irregular_past_participle_adjectives,10,0.586
no_function,67,irregular_forms,irregular_past_participle_verbs,10,0.602
no_function,67,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.5165165165165165
no_function,67,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.599
no_function,67,island_effects,left_branch_island_echo_question,10,0.6
no_function,67,island_effects,left_branch_island_simple_question,10,0.315
no_function,67,npi_licensing,npi_present_1,10,0.412
no_function,67,npi_licensing,npi_present_2,10,0.417
no_function,67,npi_licensing,only_npi_licensor_present,10,0.723
no_function,67,npi_licensing,only_npi_scope,10,0.162
no_function,67,argument_structure,passive_1,10,0.43381535038932145
no_function,67,argument_structure,passive_2,10,0.42367256637168144
no_function,67,binding,principle_A_c_command,10,0.351
no_function,67,binding,principle_A_case_1,10,0.935
no_function,67,binding,principle_A_case_2,10,0.6793969849246231
no_function,67,binding,principle_A_domain_1,10,0.996
no_function,67,binding,principle_A_domain_2,10,0.693
no_function,67,binding,principle_A_domain_3,10,0.628
no_function,67,binding,principle_A_reconstruction,10,0.14472361809045226
no_function,67,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7017543859649122
no_function,67,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.563
no_function,67,npi_licensing,sentential_negation_npi_licensor_present,10,0.99
no_function,67,npi_licensing,sentential_negation_npi_scope,10,0.407
no_function,67,island_effects,sentential_subject_island,10,0.339
no_function,67,control_raising,tough_vs_raising_1,10,0.5460599334073252
no_function,67,control_raising,tough_vs_raising_2,10,0.5103211009174312
no_function,67,argument_structure,transitive,10,0.45179063360881544
no_function,67,island_effects,wh_island,10,0.668
no_function,67,filler_gap,wh_questions_object_gap,10,0.15126050420168066
no_function,67,filler_gap,wh_questions_subject_gap,10,0.3305785123966942
no_function,67,filler_gap,wh_questions_subject_gap_long_distance,10,0.326
no_function,67,filler_gap,wh_vs_that_no_gap,10,0.23357664233576642
no_function,67,filler_gap,wh_vs_that_no_gap_long_distance,10,0.24
no_function,67,filler_gap,wh_vs_that_with_gap,10,0.8695652173913043
no_function,67,filler_gap,wh_vs_that_with_gap_long_distance,10,0.806
random_function,42,argument_structure,animate_subject_passive,10,0.536
random_function,42,argument_structure,animate_subject_trans,10,0.792156862745098
random_function,42,argument_structure,causative,10,0.6735537190082644
random_function,42,island_effects,complex_NP_island,10,0.517
random_function,42,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.588
random_function,42,island_effects,coordinate_structure_constraint_object_extraction,10,0.36538461538461536
random_function,42,control_raising,tough_vs_raising_1,10,0.5471698113207547
random_function,42,subject_verb_agreement,distractor_agreement_relational_noun,10,0.48792270531400966
random_function,42,subject_verb_agreement,distractor_agreement_relative_clause,10,0.3945086705202312
random_function,42,argument_structure,drop_argument,10,0.6265356265356266
random_function,42,ellipsis,ellipsis_n_bar_1,10,0.669
random_function,42,ellipsis,ellipsis_n_bar_2,10,0.8246687054026504
random_function,42,control_raising,existential_there_object_raising,10,0.6869207003089598
random_function,42,control_raising,existential_there_subject_raising,10,0.6670293797606094
random_function,42,control_raising,expletive_it_object_raising,10,0.7178502879078695
random_function,42,argument_structure,inchoative,10,0.7164366373902133
random_function,42,argument_structure,intransitive,10,0.7292490118577075
random_function,42,irregular_forms,irregular_past_participle_adjectives,10,0.818
random_function,42,irregular_forms,irregular_past_participle_verbs,10,0.818
random_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.566066066066066
random_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.661
random_function,42,island_effects,left_branch_island_echo_question,10,0.704
random_function,42,island_effects,left_branch_island_simple_question,10,0.505
random_function,42,npi_licensing,npi_present_1,10,0.356
random_function,42,npi_licensing,npi_present_2,10,0.421
random_function,42,npi_licensing,only_npi_licensor_present,10,0.669
random_function,42,npi_licensing,only_npi_scope,10,0.539
random_function,42,argument_structure,passive_1,10,0.42046718576195774
random_function,42,argument_structure,passive_2,10,0.48008849557522126
random_function,42,binding,principle_A_c_command,10,0.367
random_function,42,binding,principle_A_case_1,10,0.998
random_function,42,binding,principle_A_case_2,10,0.7809045226130653
random_function,42,binding,principle_A_domain_1,10,0.987
random_function,42,binding,principle_A_domain_2,10,0.684
random_function,42,binding,principle_A_domain_3,10,0.624
random_function,42,binding,principle_A_reconstruction,10,0.22613065326633167
random_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.786774628879892
random_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.57
random_function,42,npi_licensing,sentential_negation_npi_licensor_present,10,0.988
random_function,42,npi_licensing,sentential_negation_npi_scope,10,0.319
random_function,42,island_effects,sentential_subject_island,10,0.206
random_function,42,control_raising,tough_vs_raising_2,10,0.533256880733945
random_function,42,argument_structure,transitive,10,0.5840220385674931
random_function,42,island_effects,wh_island,10,0.284
random_function,42,filler_gap,wh_questions_object_gap,10,0.4117647058823529
random_function,42,filler_gap,wh_questions_subject_gap,10,0.8016528925619835
random_function,42,filler_gap,wh_questions_subject_gap_long_distance,10,0.812
random_function,42,filler_gap,wh_vs_that_no_gap,10,0.7299270072992701
random_function,42,filler_gap,wh_vs_that_no_gap_long_distance,10,0.816
random_function,42,filler_gap,wh_vs_that_with_gap,10,0.5760869565217391
random_function,42,filler_gap,wh_vs_that_with_gap_long_distance,10,0.354
random_function,42,island_effects,adjunct_island,10,0.817
random_function,42,anaphor_agreement,anaphor_gender_agreement,10,0.937
random_function,42,anaphor_agreement,anaphor_number_agreement,10,0.953
random_function,53,argument_structure,animate_subject_passive,10,0.55
random_function,53,argument_structure,animate_subject_trans,10,0.7607843137254902
random_function,53,argument_structure,causative,10,0.7035123966942148
random_function,53,island_effects,complex_NP_island,10,0.492
random_function,53,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.435
